Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Margin,Order Year,Order Month
104,US-2015-156867,,,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013.00,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.90,6.00,20.00%,-26.88,-11%,1900,1
105,US-2015-156867,,,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013.00,West,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3.00,20.00%,-3.84,-4%,1900,1
106,US-2015-156867,,,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013.00,West,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.88,3.00,70.00%,-25.82,-70%,1900,1
107,CA-2017-119004,,,Standard Class,JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205.00,South,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.11,8.00,20.00%,17.60,24%,1900,1
108,CA-2017-119004,,,Standard Class,JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205.00,South,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,27.99,1.00,20.00%,2.10,8%,1900,1
109,CA-2017-119004,,,Standard Class,JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205.00,South,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,3.30,1.00,20.00%,1.07,33%,1900,1
110,CA-2015-129476,,,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Orland Park,Illinois,60462.00,Central,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96,5.00,20.00%,67.99,20%,1900,1
111,CA-2017-146780,,,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,New York City,New York,10035.00,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2.00,0.00%,10.91,26%,1900,1
112,CA-2016-128867,11-03-2016,11-10-2016,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322.00,Central,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2.00,0.00%,22.79,30%,2016,3
113,CA-2016-128867,11-03-2016,11-10-2016,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322.00,Central,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24,6.00,0.00%,13.35,49%,2016,3
114,CA-2014-115259,,,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229.00,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.10,14.00,20.00%,14.53,36%,1900,1
115,CA-2014-115259,,,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229.00,East,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1-8 x 9 1-2",4.72,2.00,20.00%,1.65,35%,1900,1
116,CA-2014-115259,,,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229.00,East,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,23.98,3.00,20.00%,7.49,31%,1900,1
117,CA-2014-115259,,,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229.00,East,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.46,6.00,20.00%,44.03,34%,1900,1
118,CA-2015-110457,03-02-2015,03-06-2015,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Seattle,Washington,98103.00,West,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,787.53,3.00,0.00%,165.38,21%,2015,2
119,US-2015-136476,04-05-2015,04-10-2015,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Bristol,Tennessee,37620.00,South,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.79,1.00,70.00%,-115.72,-73%,2015,5
120,CA-2016-103730,06-12-2016,,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805.00,East,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3.00,0.00%,18.35,39%,2016,12
121,CA-2016-103730,06-12-2016,,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805.00,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,4.00,0.00%,13.88,45%,2016,12
122,CA-2016-103730,06-12-2016,,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805.00,East,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter-Legal File, Black",226.56,6.00,0.00%,63.44,28%,2016,12
123,CA-2016-103730,06-12-2016,,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805.00,East,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,9.00,0.00%,51.76,45%,2016,12
124,CA-2016-103730,06-12-2016,,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805.00,East,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,7.00,0.00%,19.73,29%,2016,12
125,US-2014-152030,,,Second Class,AD-10180,Alan Dominguez,Home Office,United States,Houston,Texas,77041.00,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.56,3.00,30.00%,-8.58,-1%,1900,1
126,US-2014-134614,,,Standard Class,PF-19165,Philip Fox,Consumer,United States,Bloomington,Illinois,61701.00,Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.70,6.00,50.00%,-407.68,-66%,1900,1
127,US-2017-107272,11-05-2017,11-12-2017,Standard Class,TS-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023.00,West,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.39,2.00,70.00%,-1.83,-77%,2017,5
128,US-2017-107272,11-05-2017,11-12-2017,Standard Class,TS-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023.00,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.99,7.00,20.00%,30.50,13%,2017,5
129,US-2016-125969,11-06-2016,11-10-2016,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004.00,West,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",81.42,2.00,20.00%,-9.16,-11%,2016,6
130,US-2016-125969,11-06-2016,11-10-2016,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004.00,West,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3.00,0.00%,26.24,11%,2016,6
131,US-2017-164147,02-02-2017,02-05-2017,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229.00,East,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97,5.00,40.00%,-11.99,-20%,2017,2
132,US-2017-164147,02-02-2017,02-05-2017,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229.00,East,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,78.30,2.00,20.00%,29.36,38%,2017,2
133,US-2017-164147,02-02-2017,02-05-2017,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229.00,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,21.46,9.00,20.00%,6.97,33%,2017,2
134,CA-2016-145583,,,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661.00,West,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,20.04,3.00,0.00%,9.62,48%,1900,1
135,CA-2016-145583,,,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661.00,West,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,35.44,1.00,0.00%,16.66,47%,1900,1
136,CA-2016-145583,,,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661.00,West,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12-Box",11.52,4.00,0.00%,3.46,30%,1900,1
137,CA-2016-145583,,,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661.00,West,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,4.02,2.00,0.00%,1.97,49%,1900,1
138,CA-2016-145583,,,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661.00,West,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,76.18,3.00,20.00%,26.66,35%,1900,1
139,CA-2016-145583,,,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661.00,West,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,65.88,6.00,0.00%,18.45,28%,1900,1
140,CA-2016-145583,,,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661.00,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12,14.00,0.00%,20.70,48%,1900,1
141,CA-2016-110366,09-05-2016,09-07-2016,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140.00,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3-4"" Diameter Brushed Chrome Round Wall Clock",82.80,2.00,20.00%,10.35,13%,2016,5
142,CA-2017-106180,,,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94122.00,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,8.82,3.00,0.00%,2.38,27%,1900,1
143,CA-2017-106180,,,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94122.00,West,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,3.00,0.00%,5.10,47%,1900,1
144,CA-2017-106180,,,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94122.00,West,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,143.70,3.00,0.00%,68.98,48%,1900,1
145,CA-2017-155376,,,Standard Class,SG-20080,Sandra Glassco,Consumer,United States,Independence,Missouri,64055.00,Central,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43,3.00,0.00%,218.25,26%,1900,1
146,CA-2015-110744,09-07-2015,09-12-2015,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Pasadena,California,91104.00,West,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,671.93,7.00,0.00%,20.16,3%,2015,7
147,CA-2014-110072,,,Standard Class,MG-17680,Maureen Gastineau,Home Office,United States,Newark,Ohio,43055.00,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",93.89,4.00,20.00%,12.91,14%,1900,1
148,CA-2016-114489,12-05-2016,12-09-2016,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132.00,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,384.45,11.00,0.00%,103.80,27%,2016,5
149,CA-2016-114489,12-05-2016,12-09-2016,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132.00,Central,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,149.97,3.00,0.00%,6.00,4%,2016,5
150,CA-2016-114489,12-05-2016,12-09-2016,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132.00,Central,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,8.00,0.00%,585.55,30%,2016,5
151,CA-2016-114489,12-05-2016,12-09-2016,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132.00,Central,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,171.55,5.00,0.00%,80.63,47%,2016,5
152,CA-2016-158834,,,First Class,TW-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254.00,West,OFF-AP-10000326,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5.00,20.00%,17.77,11%,1900,1
153,CA-2016-158834,,,First Class,TW-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254.00,West,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.18,2.00,20.00%,15.24,8%,1900,1
154,CA-2015-124919,,06-02-2015,First Class,SP-20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123.00,West,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,7.00,0.00%,26.27,45%,1900,1
155,CA-2015-124919,,06-02-2015,First Class,SP-20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123.00,West,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,105.52,4.00,0.00%,48.54,46%,1900,1
156,CA-2015-124919,,06-02-2015,First Class,SP-20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123.00,West,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",80.88,6.00,0.00%,21.03,26%,1900,1
157,CA-2015-118948,,06-03-2015,Standard Class,NK-18490,Neil Knudson,Home Office,United States,Seattle,Washington,98105.00,West,OFF-AR-10001547,Office Supplies,Art,Newell 311,6.63,3.00,0.00%,1.79,27%,1900,1
158,CA-2014-104269,03-01-2014,03-06-2014,Second Class,DB-13060,Dave Brooks,Consumer,United States,Seattle,Washington,98115.00,West,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,457.57,2.00,20.00%,51.48,11%,2014,1
159,CA-2016-114104,,,Standard Class,NP-18670,Nora Paige,Consumer,United States,Edmond,Oklahoma,73034.00,Central,OFF-LA-10002475,Office Supplies,Labels,Avery 519,14.62,2.00,0.00%,6.87,47%,1900,1
160,CA-2016-114104,,,Standard Class,NP-18670,Nora Paige,Consumer,United States,Edmond,Oklahoma,73034.00,Central,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,944.93,7.00,0.00%,236.23,25%,1900,1
161,CA-2016-162733,05-11-2016,05-12-2016,First Class,TT-21070,Ted Trevino,Consumer,United States,Los Angeles,California,90045.00,West,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,5.98,1.00,0.00%,2.69,45%,2016,11
162,CA-2015-119697,,,Second Class,EM-13960,Eric Murdock,Consumer,United States,Philadelphia,Pennsylvania,19134.00,East,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,54.38,2.00,20.00%,1.36,3%,1900,1
163,CA-2016-154508,,,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Carlsbad,New Mexico,88220.00,West,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,28.40,5.00,0.00%,13.35,47%,1900,1
164,CA-2016-113817,11-07-2016,11-11-2016,Standard Class,MJ-17740,Max Jones,Consumer,United States,Seattle,Washington,98115.00,West,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,27.68,2.00,20.00%,9.69,35%,2016,7
165,CA-2014-139892,09-08-2014,09-12-2014,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207.00,Central,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,9.94,3.00,20.00%,2.73,28%,2014,8
166,CA-2014-139892,09-08-2014,09-12-2014,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207.00,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,8159.95,8.00,40.00%,-1359.99,-17%,2014,8
167,CA-2014-139892,09-08-2014,09-12-2014,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207.00,Central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,275.93,3.00,20.00%,-58.63,-21%,2014,8
168,CA-2014-139892,09-08-2014,09-12-2014,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207.00,Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1740.06,9.00,30.00%,-24.86,-1%,2014,8
169,CA-2014-139892,09-08-2014,09-12-2014,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207.00,Central,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,32.06,6.00,20.00%,6.81,21%,2014,8
170,CA-2014-139892,09-08-2014,09-12-2014,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207.00,Central,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,177.98,5.00,80.00%,-453.85,-255%,2014,8
171,CA-2014-139892,09-08-2014,09-12-2014,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207.00,Central,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,143.98,3.00,20.00%,9.00,6%,2014,8
172,CA-2014-118962,08-05-2014,08-09-2014,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004.00,West,OFF-PA-10000659,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3-6” x 11”",20.94,3.00,0.00%,9.84,47%,2014,5
173,CA-2014-118962,08-05-2014,08-09-2014,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004.00,West,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,110.96,2.00,0.00%,53.26,48%,2014,5
174,CA-2014-118962,08-05-2014,08-09-2014,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004.00,West,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",340.14,7.00,20.00%,21.26,6%,2014,5
175,US-2014-100853,,,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Chicago,Illinois,60623.00,Central,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.45,2.00,80.00%,-131.12,-250%,1900,1
176,US-2014-100853,,,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Chicago,Illinois,60623.00,Central,OFF-LA-10003148,Office Supplies,Labels,Avery 51,20.16,4.00,20.00%,6.55,33%,1900,1
177,US-2017-152366,,,Second Class,SJ-20500,Shirley Jackson,Consumer,United States,Houston,Texas,77036.00,Central,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax-Phone Line Protection",97.26,4.00,80.00%,-243.16,-250%,1900,1
178,US-2015-101511,,,Second Class,JE-15745,Joel Eaton,Consumer,United States,Newark,Ohio,43055.00,East,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4-Carton",396.80,7.00,30.00%,-11.34,-3%,1900,1
179,US-2015-101511,,,Second Class,JE-15745,Joel Eaton,Consumer,United States,Newark,Ohio,43055.00,East,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,5.00,20.00%,-3.77,-24%,1900,1
180,CA-2015-137225,,,Standard Class,JK-15640,Jim Kriz,Home Office,United States,New York City,New York,10009.00,East,OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28,1.00,0.00%,1.41,43%,1900,1
181,CA-2014-166191,12-05-2014,12-09-2014,Second Class,DK-13150,David Kendrick,Corporate,United States,Decatur,Illinois,62521.00,Central,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",24.82,2.00,20.00%,1.86,8%,2014,5
182,CA-2014-166191,12-05-2014,12-09-2014,Second Class,DK-13150,David Kendrick,Corporate,United States,Decatur,Illinois,62521.00,Central,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.74,7.00,20.00%,76.64,19%,2014,5
183,CA-2014-158274,,,Second Class,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203.00,South,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,503.96,4.00,0.00%,131.03,26%,1900,1
184,CA-2014-158274,,,Second Class,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203.00,South,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),149.95,5.00,0.00%,41.99,28%,1900,1
185,CA-2014-158274,,,Second Class,RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203.00,South,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS-2 Keyboard,29.00,2.00,0.00%,7.25,25%,1900,1
186,CA-2016-105018,,12-02-2016,Standard Class,SK-19990,Sally Knutson,Consumer,United States,Fairfield,Connecticut,6824.00,East,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,2.00,0.00%,3.44,48%,1900,1
187,CA-2014-123260,,,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Los Angeles,California,90032.00,West,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,176.80,8.00,0.00%,22.98,13%,1900,1
188,CA-2016-157000,,,Standard Class,AM-10360,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,75051.00,Central,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black-Gray",37.22,3.00,20.00%,3.72,10%,1900,1
